ID,Platform,Channel id,Channel name,Channel tags,Category,Post id,Post type,Post description,Link,Publish time,Hashtag,Engagement,Reaction,Comment,Share,View,Engaged users,Negative feedback,Click,Impression Deprecated,Impression,Paid impression,Paid reach,Organic Impression,Organic reach,Viral Impression,Non-viral impression,Reaction_like,Reaction_love,Reaction_wow,Reaction_haha,Reaction_sorry,Reaction_angry,Video avg time watched (second),Organic view,Paid view,View time (second),Organic complete view,Paid complete view,15s view,Organic view time (second),Unique Viewer,Duration (second),3s view
41436013,Facebook,468000023324394,CrossFire: Legends,,track-competitors,1173217044965294,PHOTO,"🎆 MỪNG NĂM MỚI 2026 CÙNG CROSSFIRE: LEGENDS 🎇

Nhân dịp đầu năm mới, admin Crossfire: Legends chúc toàn bộ anh em xạ thủ chúng ta một năm:
2️⃣light tràn ngập
0️⃣ một ván thua
2️⃣ tay quay toàn vũ khí VIP
6️⃣,666,666,666 gem
Và ngập tràn vô vàn điều tuyệt vời!

🍾 Có anh em nào muốn vào game khai hỏa năm mới thì rủ admin với nhó! 

Đừng quên follow chúng mình để còn nhận những thông tin nóng hổi về Crossfire: Legends nha. Bật mí là năm mới thì phải có quà đúng hong nè...

------

🔥 CROSSFIRE: LEGENDS - HUYỀN THOẠI FPS VƯỢT THỜI GIAN

🔗 Tải ngay tại đây: https://crossfirelegends.onelink.me/akAC/download
🔗 Cổng nạp chính thức: https://shop.vnggames.com/vn/game/cfl
🔗 Website chính thức: https://cfl.vnggames.com/
🔗 Trang quy đổi code: https://giftcode.vnggames.com/vn/redeem/cfmvn

#CrossfireLegendsVNG #CFL #crossfirelegends #CMM",https://www.facebook.com/crossfirelegends/posts/pfbid02gExD8buTvSc7b5UhmTBF5eiYpsrqa2SKu1mqgfjJrgdVVBwaLKoQUL4rTt8kPa2Cl,2026-01-01 00:00:06,#CrossfireLegendsVNG #CFL #crossfirelegends #CMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41436012,Facebook,468000023324394,CrossFire: Legends,,track-competitors,1173532851600380,PHOTO,"🎇 CÙNG CROSSFIRE: LEGENDS KHAI HỎA 2026 💥

🍾 Năm mới tới nhà, không trà cũng bánh! Admin đã chuẩn bị sẵn con mã giftcode chung cho toàn bộ anh em cùng ăn mừng 2026 với Crossfire: Legends đây!

👉 Nhập ngay code 2026CFLKHAIHOA để cùng hòa vào bầu không khí tân niên này nhé! Chúc cho anh em năm mới kê tâm phát nào - headshot phát đó!

🫡 Còn giờ thì vào game khởi động ngay một trận mở bát 2026 thôi nào! 

------ 

🔥 CROSSFIRE: LEGENDS - HUYỀN THOẠI FPS VƯỢT THỜI GIAN

🔗 Tải ngay tại đây: https://crossfirelegends.onelink.me/akAC/download
🔗 Cổng nạp chính thức: https://shop.vnggames.com/vn/game/cfl
🔗 Website chính thức: https://cfl.vnggames.com/
🔗 Trang quy đổi code: https://giftcode.vnggames.com/vn/redeem/cfmvn

#CrossfireLegendsVNG #CFL #crossfirelegends #CMM",https://www.facebook.com/crossfirelegends/posts/pfbid02V2c8XiTZUp4z2wGnhaC2hkCDPihzbS9CrC3xAhvA1Eb34oG77qqZ1aUSUYpHnnnol,2026-01-01 09:00:20,#CrossfireLegendsVNG #CFL #crossfirelegends #CMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41436011,Facebook,468000023324394,CrossFire: Legends,,track-competitors,1173571338263198,SHARE,"🔥 KHAI XUÂN CÙNG MEGALIVE HUYỀN THOẠI KHÔNG PHAI 🔥

 🎯 2026 đã tới, nhưng Megalive Huyền Thoại Không Phai vẫn tiếp tục bùng nổ, quy tụ cộng đồng Crossfire: Legends tham gia những trận combat nghẹt thở!

⚔️ Tối nay 21h – 23h, nữ streamer Catty sẽ lên sóng trên Megalive, sẵn sàng nghênh chiến, quẩy tới bến cùng anh em!

⏰Set lịch ngay, ghép đội cùng Catty và tận hưởng một buổi tối đầu năm máu lửa và đầy kịch tính!

🔔 Bấm follow fanpage Crossfire: Legends để theo dõi trọn chuỗi Megalive Huyền Thoại Không Phai và đón chờ các hoạt động hấp dẫn tiếp theo nhé!
-----
🔥 CROSSFIRE: LEGENDS - HUYỀN THOẠI KHÔNG PHAI
🔗 Tải ngay tại đây: https://crossfirelegends.onelink.me/akAC/brsc
🔗 Cổng nạp chính thức: https://shop.vnggames.com/vn/game/cfl
🔗 Website chính thức: https://cfl.vnggames.com/
🔗 Trang quy đổi code: https://giftcode.vnggames.com/vn/redeem/cfmvn

#CrossfireLegendsVNG #CFL #CrossfireLegends #Huyenthoaikhongphai #MegaliveCFL",https://www.facebook.com/crossfirelegends/posts/pfbid0BBWoDHcufeqkXcaUPEToB8F3WJMZLF4u4p1imBrRrsgYf2pAfyrYNNUxqsUDUueKl,2026-01-01 10:00:00,#CrossfireLegendsVNG #CFL #CrossfireLegends #Huyenthoaikhongphai #MegaliveCFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41436005,Facebook,468000023324394,CrossFire: Legends,,track-competitors,1173591118261220,PHOTO,"📢 THÔNG BÁO CẬP NHẬT CHẾ ĐỘ MỚI 📢

😎 Khai hỏa đầu năm của anh em sao rồi? Để thêm phần kịch tích cho các đấu trường tại Crossfire: Legends, Admin xin thông báo hiện tại đã cập nhật thêm chế độ 1 vs 1!!!

⚡ Nơi anh em có thể so găng trình độ và chứng minh kỹ năng cá nhân
⚡ Không bom đạn hỗn loạn, không đồng đội che chắn
⚡ Mọi chuyển động nhỏ đều có thể quyết định thắng - bại

🔥 Cùng lên kèo solo và khoe chiến tích vào Crossfire: Legends Việt Nam Official Group  nào!!! Anh em có dám không!!?

------ 

🔥 CROSSFIRE: LEGENDS - HUYỀN THOẠI FPS VƯỢT THỜI GIAN

🔗 Tải ngay tại đây: https://crossfirelegends.onelink.me/akAC/download
🔗 Cổng nạp chính thức: https://shop.vnggames.com/vn/game/cfl
🔗 Website chính thức: https://cfl.vnggames.com/
🔗 Trang quy đổi code: https://giftcode.vnggames.com/vn/redeem/cfmvn

#CrossfireLegendsVNG #CFL #crossfirelegends #CMM",https://www.facebook.com/crossfirelegends/posts/pfbid02oLtnWJQTa58n33wuK6YAgd9eMy2y1UeRv7XzmjV639AmV4okFktBjEMAJaJYNjnol,2026-01-01 10:30:03,#CrossfireLegendsVNG #CFL #crossfirelegends #CMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41436004,Facebook,468000023324394,CrossFire: Legends,,track-competitors,1173611511592514,SHARE,"Anh em nào khai hỏa 2026 thuận lợi rồi thì flex nhẹ để nhả vía cho những người anh em khác nào! 🥳

Còn ai chưa thì mở game lên khởi động tay chân thôi chứ còn chờ gì nữa! 🫡
------

🔥 CROSSFIRE: LEGENDS - HUYỀN THOẠI FPS VƯỢT THỜI GIAN

🔗 Tải ngay tại đây: https://crossfirelegends.onelink.me/akAC/download
🔗 Cổng nạp chính thức: https://shop.vnggames.com/vn/game/cfl
🔗 Website chính thức: https://cfl.vnggames.com/
🔗 Trang quy đổi code: https://giftcode.vnggames.com/vn/redeem/cfmvn

#CrossfireLegendsVNG #CFL #crossfirelegends #CMM",https://www.facebook.com/crossfirelegends/posts/pfbid02H1JMKgUZqpp15fhN2hi2KSdLqjayfpBMJbVRYRYhFqtFLcM3KQq9NwVBiz5gDLtNl,2026-01-01 11:00:11,#CrossfireLegendsVNG #CFL #crossfirelegends #CMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41436002,Facebook,468000023324394,CrossFire: Legends,,track-competitors,1173687361584929,SHARE,"📜DANH SÁCH CHUỖI HOẠT ĐỘNG MỪNG NĂM MỚI 📜

📨 Tấm thiệp mời trên bàn
⏰ Thời gian địa điểm rõ ràng
🎁 Chỉ còn chờ anh em cùng tham gia loot quà đầu năm 😎

🎯 Danh sách và timeline các sự kiện:
🎆 Quà Tặng Anh Hùng | 01.01 - 11.01
🎆 Cùng Vui Năm Mới | 01.01 - 18.01
🎆 Quà Năm Mới | 01.01 - 11.01
🎆 Nhận Vàng V Hạn Giờ | 05.01 - 09.01
🎆 Tổ Đội Siêu Gem | 01.01 - 14.01

✨ Còn chờ gì mà không kêu gọi anh em cô dì chú bác vào game cùng loot quà nào anh em ơi!!

------ 

🔥 CROSSFIRE: LEGENDS - HUYỀN THOẠI FPS VƯỢT THỜI GIAN

🔗 Tải ngay tại đây: https://crossfirelegends.onelink.me/akAC/download
🔗 Cổng nạp chính thức: https://shop.vnggames.com/vn/game/cfl
🔗 Website chính thức: https://cfl.vnggames.com/
🔗 Trang quy đổi code: https://giftcode.vnggames.com/vn/redeem/cfmvn

#CrossfireLegendsVNG #CFL #crossfirelegends #CMM",https://www.facebook.com/crossfirelegends/posts/pfbid0HseVhZww6HbhvqHRHwyKw85fbtfF3SupiL4xeHX25w5FTzCbDM2FdbLs1FYbCSGil,2026-01-01 13:00:11,#CrossfireLegendsVNG #CFL #crossfirelegends #CMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41436000,Facebook,468000023324394,CrossFire: Legends,,track-competitors,1173848408235491,TEXT,"M4A1 IRONBEAST NOBLE GOLD - KHUẤY ĐẢO BẢNG XẾP HẠNG

Nhìn anh em quay ra mà rớt nước mắt, admin chỉ biết vào tập bắn thử súng 😍

#cfl #CrossfireLegendsVNG #CMM",https://www.facebook.com/reel/1802832473767925/,2026-01-01 18:01:51,#cfl #CrossfireLegendsVNG #CMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41435999,Facebook,468000023324394,CrossFire: Legends,,track-competitors,1173882241565441,SHARE,"👑 VÒNG QUAY HẠN GIỜ | LUÂN HỒI VƯƠNG GIẢ 👑

📅 Thời gian mờ từ ngày 01.01.2026 đến 15.02.2026

🔥 M4A1-Iron Beast-Noble Gold là biểu tượng của quyền lực và đẳng cấp vương giả trong Crossfire: Legends!! Nếu anh em đang tìm một khẩu súng bắn ổn định tâm ngắm, đầm tay và dễ dàng kiểm soát thì M4A1-Iron Beast-Noble Gold chính là chân ái

🎯 Các vũ khí sẽ có tại vòng quay lần này, gồm:
👑 M4A1-Iron Beast-Noble Gold
👑 Desert Eagle-Born Beast-Noble Gold
👑 Kukri-Beast-Noble Gold
🔻 M14EBR-Born Beast-Alpha
🔻 COP 357-Magnum

✨ Và chỉ với 10 LẦN DUY NHẤT, anh em chắc chắn trúng M4A1-Iron Beast-Noble Gold

🔥 Còn giờ gì nữa mà không vào game sở hữu ngay cho mình ""con tướng"" cực mạnh này!!

------ 

🔥 CROSSFIRE: LEGENDS - HUYỀN THOẠI FPS VƯỢT THỜI GIAN

🔗 Tải ngay tại đây: https://crossfirelegends.onelink.me/akAC/download
🔗 Cổng nạp chính thức: https://shop.vnggames.com/vn/game/cfl
🔗 Website chính thức: https://cfl.vnggames.com/
🔗 Trang quy đổi code: https://giftcode.vnggames.com/vn/redeem/cfmvn

#CrossfireLegendsVNG #CFL #crossfirelegends #CMM",https://www.facebook.com/crossfirelegends/posts/pfbid02EodgpmC2aZ4yHQxibDQg7gAq6bb49j3C2aiqiXdTKfkcE2RmvhphtkJ8MPsPnQRCl,2026-01-01 19:00:29,#CrossfireLegendsVNG #CFL #crossfirelegends #CMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41435998,Facebook,468000023324394,CrossFire: Legends,,track-competitors,1173901394896859,PHOTO,"🙂‍↔️ Vậy mà thằng cốt bảo quay 1 lần là ra M4A1-Iron Beast-Noble Gold rồi

✨ Nhưng không sao anh em ơi!!
🗣️ Vì đây là vòng quay CHỈ 10 LẦN DUY NHẤT là đã sở hữu tất cả vòng quay lần này và cả M4A1-Iron Beast-Noble Gold rồi đó

------ 

🔥 CROSSFIRE: LEGENDS - HUYỀN THOẠI FPS VƯỢT THỜI GIAN

🔗 Tải ngay tại đây: https://crossfirelegends.onelink.me/akAC/download
🔗 Cổng nạp chính thức: https://shop.vnggames.com/vn/game/cfl
🔗 Website chính thức: https://cfl.vnggames.com/
🔗 Trang quy đổi code: https://giftcode.vnggames.com/vn/redeem/cfmvn

#CrossfireLegendsVNG #CFL #crossfirelegends #CMM",https://www.facebook.com/crossfirelegends/posts/pfbid0KfHcYfYxGsVPHRVevLBkFR9foTQbXNqx8Dh9W34BKwi6HgXVYbexMtJzQk1CAMZGl,2026-01-01 19:30:04,#CrossfireLegendsVNG #CFL #crossfirelegends #CMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41435995,Facebook,468000023324394,CrossFire: Legends,,track-competitors,1174340478186284,SHARE,"🎉 SỰ KIỆN | CÙNG VUI NĂM MỚI 🎉

📅 Sự kiện diễn ra từ 01.01.2026 đến hết 18.01.2026

🎆 Đầu năm khai súng, cả năm loot quà ê hề ê hề nào anh em

Khi tham gia sự kiện, anh em chỉ cần hoàn thành các nhiệm vụ để nhận Rubik chế tạo súng xịn. Mà không chỉ một khẩu mà tận hai khẩu súng anh em có thể thoải mái lựa chọn 🤩

🎯 Nhiệm vụ sự kiện:
🔻 Mỗi Ngày | Đăng nhập hôm nay 
🔻 Mỗi Ngày | Hôm nay thi đấu 1 trận
🔻 Mỗi Tuần | Tuần này tích lũy hoàn thành 20 lần hạ gục trong Đấu Rank
🔻 Mỗi Tuần | Tuần này tích lũy đăng nhập 3 ngày
🔻 Khiêu Chiến | Trong hoạt động, tích lũy hoàn thành 5 ván Đấu Rank
🔻 Khiêu Chiến | Trong hoạt động, tích lũy hoàn thành 10 ván Đấu Rank
🔻 Khiêu Chiến | Đăng nhập tích lũy 5 ngày trong thời gian sự kiện

🎉 Tham gia chế tạo súng ngay hôm nay nào anh em ơi!!!

------ 

🔥 CROSSFIRE: LEGENDS - HUYỀN THOẠI FPS VƯỢT THỜI GIAN

🔗 Tải ngay tại đây: https://crossfirelegends.onelink.me/akAC/download
🔗 Cổng nạp chính thức: https://shop.vnggames.com/vn/game/cfl
🔗 Website chính thức: https://cfl.vnggames.com/
🔗 Trang quy đổi code: https://giftcode.vnggames.com/vn/redeem/cfmvn

#CrossfireLegendsVNG #CFL #crossfirelegends #CMM",https://www.facebook.com/crossfirelegends/posts/pfbid02WGgiciDv3VuMsdfmh4mXtFykonkfRS3PQfyeZnfQA1ytQFdPUxLHUkxKgdo2dtyQl,2026-01-02 10:00:12,#CrossfireLegendsVNG #CFL #crossfirelegends #CMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
